title,classification_id_1,phone,city,city_id_partner,county,county_id_partner,email,website_url,foursquare_url,twitter_url,facebook_url,facebook_url,googleplus_url,company_type,registration_no,location_type,street_type_id,street_number,street,neighbourhood,postcode,latitude,longitude
Čarli Čaplin,81,020 206 565,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 3,Bjelopoljska,,,42.4514377,19.2316465
Centar za razvoj nevladinih organizacija,81,020 264 211,Podgorica,1032,Podgorica,16,crnvo@t-com.me,www.crnvo.t-com.me,,,,,,,,,, 22,Dalmatinska,,,42.4471105,19.2477826
NVO Bezbjednosno zaštitna agencija,81,069 446 881,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 7,Velimira Terzića,,,42.4459272,19.2462552
Fun club Mućke,81,067 555 019,Podgorica,1032,Podgorica,16,,www.madeinmontenegro.com.,,,,,,,,,, b.b.,Zelenika,,,42.4168268,19.2489569
Novi Horizonti,81,030 411 969,Ulcinj,1122,Ulcinj,19,horizon@t-com.me,,,,,,,,,,, b.b.,Ymer Prizreni,,,41.9322704,19.2040909
Corona,82,030 317 727,Bar,26,Bar,2,,,,,,,,,,,, G9,Jovana Tomaševića,,,42.0995976,19.0937085
Radio Berane,82,051 233 316,Berane,191,Berane,5,,,,,,,,,,,, 8,Mojsija Zečevića,,,42.8451968,19.8748107
Fokus,82,050 430 185,Bijelo Polje,916,Podgorica,16,,,,,,,,,,,, 31,Đorđa Stanića,,,43.0345468,19.7498533
Delfin radio,82,031 344 244,Herceg Novi,429,Herceg Novi,8,radio.delfin@t-com.me,,,,,,,,,,, 3,Manastirska,,,42.4528816,18.5434574
Ozon radio,82,020 864 101,Kolašin,457,Kolašin,9,,,,,,,,,,,, b.b.,IV Proleterske,,,42.8238852,19.5218334
Radio Skala,82,032 302 688,Kotor,522,Kotor,10,skalaradio@t-com.me,www.skalaradio.com,,,,,,,,,, b.b.,Trg od oružja,,,42.4251825,18.7697975
Radio 083,82,040 255 000,Nikšić,645,Nikšić,12,radio083@t-com.me,,,,,,,,,,, 64,Buda Tomovića,,,42.773281,18.94416
Vučeljić,82,040 255 855,Nikšić,645,Nikšić,12,radio083@t-com.me,,,,,,,,,,, 64,Buda Tomovića,,,42.773281,18.94416
Montena,82,040 214 427,Nikšić,645,Nikšić,12,,,,,,,,,,,, 12,Njegoševa,,,42.7787122,18.950623
RTV NK,82,040 212 735,Nikšić,645,Nikšić,12,rtvnk@t-com.me,,,,,,,,,,, 30,Novice Cerovića,,,42.7737012,18.9505745
Z Radio,82,040 212 993,Nikšić,645,Nikšić,12,,,,,,,,,,,,3,Vardarska ,,,42.7753972,18.946974
Ju media mont,82,020 664 099,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,13 jula,,,42.4463286,19.2542818
In TV,82,020 237 555,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 2,13. jula,,,42.4464606,19.252906
Antena M,82,020 664 281,Podgorica,1032,Podgorica,16,,,,,,,,,,,,19,19. decembra ,,,42.4459682,19.2662637
Prosvjetni rad,82,020 231 254,Podgorica,1032,Podgorica,16,prosvjetnirad@t-com.me,www.prosvjetnirad.t-com.me,,,,,,,,,, 4,Balšića,,,42.4401765,19.2647176
Radio Skadar lake,82,078 10 48 48,Podgorica,1032,Podgorica,16,skadarradio@gmail.com,,,,,,,,,,, 10,Bokeška,,,42.4421619,19.2614362
BBM Broadband Montenegro,82,020 247 458,Podgorica,1032,Podgorica,16,,www.bbm.t-com.me,,,,,,,,,, 66,Bul. Revolucije,,,42.4403492,19.2492123
Republika,82,020 203 290 ,Podgorica,1032,Podgorica,16,83@republika.t-com.me,www.republika.t-com.me,,,,,,,,,, 74,Bul. Revolucije,,,42.4403492,19.2492123
Rtv Elmag,82,020 224 886,Podgorica,1032,Podgorica,16,elmag@t-com.me,,,,,,,,,,, 6,Jovana Tomaševića,,,42.4433696,19.2559923
Borkis Radio,82,020 623 903,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 37,KraljaNikole,,,42.4353767,19.2603166
Radio Slobodna Evropa,82,020 667 100,Podgorica,1032,Podgorica,16,,www.slobodnaevropa.org,,,,,,,,,, 45 3,Njegoševa,,,42.4433245,19.2627321
RES PUBLICA ,82,67589119,Podgorica,1032,Podgorica,16,respublicadoo@gmail.com,,,,,,,,,,, 101,Oktobarske revolucije,,,42.4347085,19.2635294
Tender oglasi,82,020 231 159,Podgorica,1032,Podgorica,16,tenderoglasi@t-com.me,www.tenderoglasi.net,,,,,,,,,, 26,Slobode,,,42.4402833,19.2629738
RES PUBLICA ,82,067 589 119,Podgorica,1032,Podgorica,16,respublicadoo@gmail.com,,,,,,,,,,, 110,Spasa Nikolica,,,42.4378538,19.2596382
Rtv Elmag,82,020 224 886,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,Trg Republike,,,42.440775,19.2632066
Rtv Elmag,82,020 230 558,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,Trg Republike,,,42.440775,19.2632066
Mir Teuta,82,030 413 199,Podgorica,1032,Podgorica,16,tvteuta@t-com.me,,,,,,,,,,, b.b.,Tuzi,,,42.3789469,19.324704
Atlas RTV,82,020 409 300,Podgorica,1032,Podgorica,16,,www.rtvatlas.tv,,,,,,,,,, b.b.,Vaka Đurovića,,,42.4455845,19.2617959
Tender oglasi,82,067 536 436,Podgorica,1032,Podgorica,16,tenderoglasi@t-com.me,,,,,,,,,,, 4,Vuka Karadžića,,,42.4396632,19.2635123
F radio 87.6,83,030 311 944,Bar,26,Bar,2,radio87.6@t-com.me,,,,,,,,,,, E15,Makedonska,,,42.0988702,19.1021414
Turistička organizacija Bara,83,030 312 912,Bar,26,Bar,2,,,,,,,,,,,, b.b.,Obala 13. jula,,,42.1395552,19.0451931
Spider reklame,83,030 344 027,Bar,26,Bar,2,spider91@t-com.me,,,,,,,,,,, 26,Popovići,,,0,0
Luk trade   display,83,068 510 303,Bar,26,Bar,2,,,,,,,,,,,, G9,Poslovni centar,,,0,0
Adriatic radio,83,050 430 208,Bijelo Polje,916,Podgorica,16,,,,,,,,,,,, 28,Živka Žižića,,,43.0353427,19.7487871
Monterra Montenegro,83,069 145 261,Budva,1271,Budva,21,commercial@monterra.me,www.monterra.me,,,,,,,,,,31,Jadranski put ,,,42.2880556,18.8425
Sv   Rsa,83,031 341 040,Herceg Novi,429,Herceg Novi,8,milena.obradovic@svrsa.tv,,,,,,,,,,, 86,Braće Grbića,,,0,0
Radio Herceg Novi,83,031 350 765,Herceg Novi,429,Herceg Novi,8,jsradiohn@t-com.me,,,,,,,,,,, 8,Trg Herceg Stjepana,,,0,0
Pobjeda,83,040 246 042,Nikšić,645,Nikšić,12,,,,,,,,,,,, b.b.,Baja Pivljanina,,,42.7799525,18.9482621
Tv In,83,020 237 890,Podgorica,1032,Podgorica,16,83@tvin.t-com.me,,,,,,,,,,, 2,13. jula,,,42.4464606,19.252906
Pobjeda,83,020 245 955,Podgorica,1032,Podgorica,16,,www.pobjeda.t-com.me,,,,,,,,,, 11,Bul. Revolucije,,,42.4403492,19.2492123
Vijesti,83,020 406 908,Podgorica,1032,Podgorica,16,,www.vijesti.t-com.me,,,,,,,,,, 9,Bul. Revolucije,,,42.4397528,19.2489104
Montimpex,83,020 601 420,Podgorica,1032,Podgorica,16,montimpex@t-com.me,,,,,,,,,,, b.b.,Crnogorskih Serdara,,,42.4333418,19.2557726
Primo Design,83,020 257 026,Podgorica,1032,Podgorica,16,primo@t-com.me,,,,,,,,,,, 200,Dalmatinska,,,42.45742,19.2342958
Yell,83,020 228 105,Podgorica,1032,Podgorica,16,yellow@t-com.me,www.yellowpages.co.me,,,,,,,,,, 31,Džordža Vašingtona,,,42.4431269,19.2455517
Incognito ,83,020 665 218,Podgorica,1032,Podgorica,16,marija.tomasevic@incognito.co.me,,,,,,,,,,, 31,Hercegovačaka,,,42.442575,19.268646
Basium,83,067 560 089,Podgorica,1032,Podgorica,16,basium@t-com.me,,,,,,,,,,, 122,KraljaNikole,,,42.4353767,19.2603166
Alo oglasi,83,069 552 826,Podgorica,1032,Podgorica,16,alo@t-com.me,,,,,,,,,,, 17,Marka Miljanova,,,42.4399396,19.2663272
Alo oglasi,83,020 230 402,Podgorica,1032,Podgorica,16,alo@t-com.me,,,,,,,,,,, 10,Omladinskih Brigada,,,42.4392152,19.2673457
Gemelli,83,067 656 225,Podgorica,1032,Podgorica,16,gemelli@t-com.me,www.globalbrandme.com,,,,,,,,,, 54,Svetozara Markovića,,,42.4442611,19.2531793
Dilemint,83,032 670 431,Tivat,1086,Tivat,18,redakcija@dilemint.com,www.dilemint.com,,,,,,,,,, b.b.,P.C. Račica,,,42.4203942,18.7082174
Bella Vista,84,033 471 377,Budva,1271,Budva,21,bellavista@t-com.me,www.bellavista.co.yu,,,,,,,,,, b.b.,Marina Bečića,,,42.2880556,18.8425
Bella Vista,84,069 262 656,Budva,1271,Budva,21,,,,,,,,,,,, b.b.,Marina Bečića ,,,42.2880556,18.8425
Foto Boni,84,033 401 526,Budva,1271,Budva,21,fotoboni@t-com.me,www.fotoboni.net,,,,,,,,,, b.b.,Stari grad,,,42.2778443,18.838067
Foto Boni,84,052 301 301,Pljevlja,814,Pljevlja,14,fotoboni@t-com.me,www.fotoboni.net,,,,,,,,,, 1,Avalska,,,43.3568384,19.3620079
Bella Vista,84,069 015 906,Podgorica,1032,Podgorica,16,bellavistashion@yahoo.com,,,,,,,,,,, b.b.,Džordža Vašingtona,,,42.443818,19.2459051
Maljević,84,020 231 795,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 8,Miljana Vukova,,,42.441042,19.2651513
Foto Boni,84,020 667 505,Podgorica,1032,Podgorica,16,office@fotoboni.net,www.fotoboni.net,,,,,,,,,, 5,Slobode,,,42.4391981,19.2623985
Foto Boni,84,020 442 443,Podgorica,1032,Podgorica,16,bonielit@t-com.me,www.fotoboni.net,,,,,,,,,, b.b.,Tuški put ,,,42.4237197,19.2638245
Printall,84,032 674 455,Tivat,1086,Tivat,18,printal@t-com.me,,,,,,,,,,, b.b.,Kalimanj,,,42.4270627,18.7056356
Slapovi Tare,87,030 350 273,Bar,26,Bar,2,slapovi_tare@gmail.com,,,,,,,,,,, b.b.,Ilino,,,42.1060434,19.0910545
Sniježni bor,87,030 312 495,Bar,26,Bar,2,tura@t-com.me,,,,,,,,,,,G9,P.C. Zgrada ,,,42.0967628,19.0952219
Bilanspres,87,030 311 625,Bar,26,Bar,2,,,,,,,,,,,, 15,Vladimira Rolovića,,,42.0973778,19.093449
Đukić agencija,87,030 302 820,Bar,26,Bar,2,,,,,,,,,,,, 15 1,Vladimira Rolovića,,,42.0973778,19.093449
Numerus Raković,87,069 482 383,Bar,26,Bar,2,,,,,,,,,,,, F2,Vladimira Rolovića,,,42.0973778,19.093449
Studio Dld,87,033 402 438,Budva,1271,Budva,21,,,,,,,,,,,, b.b.,13 jula,,,42.2832473,18.8356666
Bilans,87,068 114 653,Budva,1271,Budva,21,,,,,,,,,,,, 3,Mediteranska,,,42.2828961,18.8365638
Vojinović,87,069 040 884,Budva,1271,Budva,21,,,,,,,,,,,, b.b.,Prva Proleterska,,,42.2880556,18.8425
Senka,87,033 452 330,Budva,1271,Budva,21,,,,,,,,,,,, b.b.,Zanatski poslovni centar,,,42.2880556,18.8425
Knjigo,87,033 454 013,Budva,1271,Budva,21,,,,,,,,,,,, b.b.,ZPCTopliški put,,,42.2880556,18.8425
Mihajlović,87,031 324 971,Herceg Novi,429,Herceg Novi,8,mdragan@t-com.me,,,,,,,,,,, 18,Njegoševa,,,42.4524502,18.5332221
Žare,87,031 322 760,Herceg Novi,429,Herceg Novi,8,,,,,,,,,,,, 5,ObalaNikole Kovačevića ,,,42.4573006,18.5121131
Lumier,87,031 331 070,Herceg Novi,429,Herceg Novi,8,lumier@t-com.me,,,,,,,,,,, 1,V Crnogorske,,,42.4593343,18.5140607
Branka,87,031 324 352,Herceg Novi,429,Herceg Novi,8,,,,,,,,,,,, b.b.,X Hercegovačke,,,42.4525976,18.5355502
Posrednik,87,031 350 305,Herceg Novi,429,Herceg Novi,8,posrednik@t-com.me,,,,,,,,,,, 4,X Hercegovačke brigade,,,42.4525976,18.5355502
Posrednik,87,032 303 321,Kotor,522,Kotor,10,posrednik@t-com.me,,,,,,,,,,, b.b.,Dobrota,,,42.454,18.768
Proconsult rev com ,87,032 322 105,Kotor,522,Kotor,10,,,,,,,,,,,, 185,Škaljari,,,42.4205915,18.7700504
Procunsult,87,032 322 454,Kotor,522,Kotor,10,,,,,,,,,,,, 354,Stari grad,,,42.4247867,18.7720079
Branka,87,067 520 291,Nikšić,645,Nikšić,12,,,,,,,,,,,, b.b.,Staro Pazarište,,,42.7754363,18.9523602
XL Audit,87,020 230 320,Podgorica,1032,Podgorica,16,ppxl@t-com.me,www.xlaudit.org,,,,,,,,,, 13, Marka Miljanova,,,42.4398102,19.2662557
Konto T,87,069 735 075,Podgorica,1032,Podgorica,16,kontot@t-com.me,,,,,,,,,,, b.b.,19.Decembar,,,42.4448684,19.2660641
Finance group,87,030 412 012 ,Podgorica,1032,Podgorica,16,financegroup@t-com.me,,,,,,,,,,, b.b.,28. decembra,,,42.4448684,19.2660641
Poslovni biro,87,069 013 893,Podgorica,1032,Podgorica,16,radifkovic@t-com.me,,,,,,,,,,, b.b.,Arh. Milana Popovića,,,42.442575,19.268646
Finance Plus,87,020 231 201,Podgorica,1032,Podgorica,16,office@financeplus.me,www.financeplus.me,,,,,,,,,, 52,Balšića,,,42.4423258,19.2658494
Agencija Maraš,87,020 621 157,Podgorica,1032,Podgorica,16,sinicha@t-com.me,,,,,,,,,,, 49,Bracana Bracanovića,,,42.4270885,19.2644493
Maraš,87,020 625 656,Podgorica,1032,Podgorica,16,sinisha@t-com.me,,,,,,,,,,, 68,Bracana Bracanovića,,,42.4270885,19.2644493
Koprivica codex,87,020 633 934,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,Bratstva i jedinstva,,,42.4347085,19.2635294
Deloitte,87,020 664 017,Podgorica,1032,Podgorica,16,deloitte@t-com.me,,,,,,,,,,, 107 2,Bul. Ivana Crnojevića,,,42.4432788,19.2643544
Atea,87,020 243 157,Podgorica,1032,Podgorica,16,atea@t-com.me,,,,,,,,,,, b.b.,Bul. Revolucije,,,42.4402215,19.2492646
INFO INTEL,87,069 026 885,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 128,Kralja Nikole,,,42.4353767,19.2603166
Bilans office,87,020 647 525,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 184,KraljaNikole,,,42.4353767,19.2603166
Rakočević,87,020 627 576,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 28,Matija Gupca,,,42.4392862,19.280912
Atea,87,020 230 147,Podgorica,1032,Podgorica,16,atea@t-com.me,,,,,,,,,,, 32,Novaka Miloševa,,,42.4400582,19.2656664
Balance,87,020 234 264,Podgorica,1032,Podgorica,16,faros@t-com.me,,,,,,,,,,, b.b.,P.C. Kruševac,,,42.441556,19.24301
Dir,87,020 234 949,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,P.C. Kruševac,,,42.441556,19.24301
Terzico co,87,020 234 986,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,P.C. Kruševac,,,42.441556,19.24301
Atycy,87,020 234 262,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,Rimski Trg,,,42.4429204,19.2471027
3 S Obradović,87,069 034 986,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,S.C. Morača,,,42.4693397,19.2739426
Professional company,87,020 620 061,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 62,Save Kovačevića,,,42.430899,19.2636349
Saldo,87,067 530 585,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 12,Svetozara Markovića,,,42.4442611,19.2531793
Mne dom,87,067 234 485,Podgorica,1032,Podgorica,16,monte_dom@t-com.me,,,,,,,,,,, b.b.,Trg Božane Vučinić,,,42.4361843,19.2625228
Velamigo,87,067 281 354,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 9,TrgNikole Kovačevića,,,42.4478364,19.2433633
Com Trade,87,020 264 709,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 1,Vijenac Kosovskih junaka,,,42.4454441,19.244983
Žare,87,020 210 695,Podgorica,1032,Podgorica,16,,,,,,,,,,,,11,Vuka Karadžića ,,,42.4393863,19.2645738
Confirm,87,032 671 157,Tivat,1086,Tivat,18,confirm@t-com.me,,,,,,,,,,, b.b.,Đačka,,,42.4323399,18.6973656
Dognm,87,032 674 652,Tivat,1086,Tivat,18,,,,,,,,,,,, b.b.,Nikole Đurkovića,,,42.4316946,18.6968087
Dimitra,87,069 059 444,Tivat,1086,Tivat,18,,,,,,,,,,,, b.b.,P.C. Račica,,,42.4203942,18.7082174
Servis za knjigovodstvene usluge,87,032 672 824,Tivat,1086,Tivat,18,,,,,,,,,,,, b.b.,Pakovo,,,42.4276519,18.6997868
Consulting group Buzuku,87,030 401 748,Ulcinj,1122,Ulcinj,19,info@buzukuconsluting.com,www.buzukuconsluting.com,,,,,,,,,, b.b.,Bul. Bratsva i jedinstva,,,41.929722,19.224291
Auto moto novi Bar,94,030 312 056,Bar,26,Bar,2,amdbar@t-com.me,,,,,,,,,,, b.b.,Makedonska,,,42.0988702,19.1021414
Auto centar Das,94,050 433 444,Bijelo Polje,916,Podgorica,16,,,,,,,,,,,, b.b.,Industrijska,,,43.037708,19.747931
Matador osiguranje,94,050 477 310,Bijelo Polje,916,Podgorica,16,matadorbp@t-com.me,,,,,,,,,,, b.b.,Potkrajci,,,43.075628,19.769135
AMSCG Budva,94,033 451 029,Budva,1271,Budva,21,,,,,,,,,,,, b.b.,Autobuska stanica,,,42.2899862,18.8390418
A.M.D. Budva ,94,033 451 029,Budva,1271,Budva,21,amdbudva@t-com.me,,,,,,,,,,, b.b.,Dubovica,,,42.2923744,18.8365817
Red car,94,031 325 240,Herceg Novi,429,Herceg Novi,8,redcar@t-com.me,,,,,,,,,,, 1,Risanska,,,42.4122546,18.6394616
Atos,94,067 539 289,Herceg Novi,429,Herceg Novi,8,agencijaatos@t-com.me,,,,,,,,,,, b.b.,Staro kinoZelenika,,,0,0
Auto centar Jug,94,032 332 111,Kotor,522,Kotor,10,,,,,,,,,,,, b.b.,Dobrota,,,42.454,18.768
Lovćen auto,94,040 252 660,Nikšić,645,Nikšić,12,,,,,,,,,,,, b.b.,Bul. 13. jula,,,42.7733215,18.9458432
MG Pro Tech,94,040 231 279,Nikšić,645,Nikšić,12,,,,,,,,,,,, b.b.,Partizanski put,,,42.8025925,18.9344484
Autoprom,94,040 214 441,Nikšić,645,Nikšić,12,,,,,,,,,,,, 3,Vuka Karadžića,,,42.7730921,18.9569272
Dalma company,94,020 663 115,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,8. marta,,,42.4334978,19.2412832
Minex co,94,020 623 901,Podgorica,1032,Podgorica,16,minex@t-com.me,,,,,,,,,,, 53,Bracana Bracanovića,,,42.4270885,19.2644493
Auto In,94,020 624 239,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,Bracana Bracanovića,,,42.4270885,19.2644493
Federal auto,94,020 247 122,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 149,Bul. Ivana Crnojevića,,,42.4438515,19.2623931
Top speed,94,069 555 502,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 1,Đoka Miraševića M,,,42.4498871,19.2392011
Domfil,94,020 603 181,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,Golubovci,,,42.335,19.2311111
Amd Bećo Lazović,94,020 611 511,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 1 2,I Proleterske,,,42.4405327,19.2668958
Auto servis Boljević,94,020 611 699,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 11,I Proleterske,,,42.4406065,19.269117
N & S Car,94,067 497 999,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,Ilije Plamenca,,,42.4321925,19.2435076
Motocentar,94,020 647 430,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 333,KraljaNikole,,,42.4353767,19.2603166
Auto M,94,020 620 572,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 50,Mitra Bakića,,,42.431459,19.2667311
Domfil,94,069 555 952,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,Mojanovići,,,42.356825,19.2326031
Mark auto 4 M,94,020 264 303,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 9,Naselje Kruševac,,,42.442575,19.268646
F1 Formula,94,067 477 147,Podgorica,1032,Podgorica,16,,,,,,,,,,,, put,Pc Kruševac Cetinjski,,,42.4399933,19.2401759
Tea trade,94,020 267 122,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 1,Skoja,,,42.4493009,19.2306053
Amd Stanić,94,020 643 250,Podgorica,1032,Podgorica,16,amdstanic@t-com.me,,,,,,,,,,, 82,Vojislavljevića,,,42.421716,19.2432323
Desk,94,020 248 908,Podgorica,1032,Podgorica,16,desk@t-com.me,,,,,,,,,,, 5,Vuka Karadžića,,,42.4396886,19.2635254
Dag,97,030 316 108,Bar,26,Bar,2,office@dagconsultingmn.com,,,,,,,,,,, D5,Maršala Tita,,,42.0973778,19.093449
Cmm Investment counsalting group,97,068 108 883,Budva,1271,Budva,21,,,,,,,,,,,, b.b.,Jadranski put,,,42.2880556,18.8425
Sbricherd Ellis,97,067 499 267,Budva,1271,Budva,21,,,,,,,,,,,, b.b.,Podkošljun,,,42.2910407,18.851435
GBM Adriatica,97,069 852 720,Budva,1271,Budva,21,info@gbmod.com,,,,,,,,,,, b.b.,Topliški put,,,42.2880483,18.8312504
Martinović Consalting,97,033 456 343,Budva,1271,Budva,21,,,,,,,,,,,, b.b.,Trg Sunca,,,42.2872685,18.8421361
Euro cell,97,032 322 137,Kotor,522,Kotor,10,,,,,,,,,,,, b.b.,Dom kultureŠkaljari,,,0,0
XL Audit,97,020 230 320,Podgorica,1032,Podgorica,16,ppxl@t-com.me,www.xlaudit.org,,,,,,,,,, 13, Marka Miljanova,,,42.4398102,19.2662557
Simes inžinjering,97,020 228 085,Podgorica,1032,Podgorica,16,info@simesing.com,,,,,,,,,,, b.b.,Bul. Džordža Vašingtona,,,42.443818,19.2459051
Bas programme,97,020 228 317 ,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 106,Bul. Sv. Petra cetinjskog,,,42.442575,19.268646
Providentia Montenegro,97,020 024 351,Podgorica,1032,Podgorica,16,providentiamne@t-com.me,,,,,,,,,,, b.b.,Crnogorskih Serdara,,,42.4333418,19.2557726
Sens,97,020 267 141,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 21,Đoka Miraševića,,,42.4498871,19.2392011
Dinersclub,97,020 210 680,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 85,Hercegovačka,,,42.4417369,19.266225
Bon ami inžinjering,97,020 460 263,Podgorica,1032,Podgorica,16,bami@t-com.me,,,,,,,,,,, 108,KraljaNikole,,,42.4353767,19.2603166
Mont Domus,97,020 647 209,Podgorica,1032,Podgorica,16,montdomus@t-com.me,,,,,,,,,,, 347 A,KraljaNikole,,,42.4353767,19.2603166
Media,97,020 665 378,Podgorica,1032,Podgorica,16,media@t-com.me,,,,,,,,,,, 6,Njegoseva,,,42.4399107,19.2609413
Logate,97,020 602 101,Podgorica,1032,Podgorica,16,contact@logate.com,,,,,,,,,,, 130,Oktobarske Revolucije,,,42.4347085,19.2635294
Poslovna inteligencija,97,020 602 600,Podgorica,1032,Podgorica,16,podgorica@inteligencija.com,,,,,,,,,,, 130,Oktobarske Revolucije,,,42.4347085,19.2635294
VM KOD,97,020 656 810,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,V Proleterske,,,42.440301,19.2676847
Oxford centar,99,069 702 500,Bar,26,Bar,2,,www.oxfordcentar.com,,,,,,,,,, b.b.,Dom Revolucije,,,0,0
Oxford centar,99,069 702 400,Bijelo polje,916,Podgorica,16,,www.oxfordcentar.com,,,,,,,,,, b.b.,Slobode,,,43.0344793,19.747323
Oxford centar,99,069 219 200,Budva,1271,Budva,21,,www.oxfordcentar.com,,,,,,,,,, b.b.,O.Š. Stefan Mitrov Ljubiša,,,42.2873866,18.8373551
Oxford centar,99,069 883 200,Cetinje,318,Cetinje,6,,www.oxfordcentar.com,,,,,,,,,, b.b.,Gimnazija,,,42.3955885,18.9134789
Oxford centar,99,069 702 300,Nikšić,645,Nikšić,12,,www.oxfordcentar.com,,,,,,,,,, b.b.,Trg SlobodeKarađorđeva ulica,,,42.773281,18.94416
Porta aperta,99,020 620 353,Podgorica,1032,Podgorica,16,,,,,,,,,,,, b.b.,Crnogorskih Serdara,,,42.4333418,19.2557726
Lingua studio,99,020 247 179,Podgorica,1032,Podgorica,16,,,,,,,,,,,, 15,Ivana Milutinovića,,,42.4395409,19.2537442
Educo centar,99,067 225 734,Podgorica,1032,Podgorica,16,educo@t-com.me,www.educocentar.com,,,,,,,,,, 29,Kralja Nikole,,,42.4353767,19.2603166
Centar za obrazovanje i trening,99,20231660,Podgorica,1032,Podgorica,16,cot@t-com.me,,,,,,,,,,, 9,Miljana Vukova br,,,42.442575,19.268646
Oxford centar,99,069 507 890,Podgorica,1032,Podgorica,16,,www.oxfordcentar.com,,,,,,,,,, 64,Rimski trg,,,42.4429204,19.2471027
Cambridge centar IH,99,069 747 474,Podgorica,1032,Podgorica,16,cambridgecentar@t-com.me,www.cambridge.co.me,,,,,,,,,, b.b.,Vaka Đurovića,,,42.4455845,19.2617959
Centar za obrazovanje don Boško,99,020 607 230,Podgorica,1032,Podgorica,16,centar.donboško@gmail.com,,,,,,,,,,, 3,Zagrebačka,,,42.4397375,19.2813706
Monsegneor,100,069 552 885,Bar,26,Bar,2,,,,,,,,,,,, b.b.,24. novembra,,,42.09912,19.0985405
Vrsuta,100,030 313 999,Bar,26,Bar,2,,,,,,,,,,,, H27,Bul. 24. novembra,,,42.09912,19.0985405
Longrun invest,100,030 314 497,Bar,26,Bar,2,,,,,,,,,,,, b.b.,Bul. 24. novembra,,,42.09912,19.0985405
Portun,100,030 313 291,Bar,26,Bar,2,,,,,,,,,,,, b.b.,Bul. 24. novembra,,,42.09912,19.0985405
Sun Property,100,030 316 386,Bar,26,Bar,2,,,,,,,,,,,, b.b.,Bul. 24. novembra,,,42.09912,19.0985405
Svord,100,030 315 138,Bar,26,Bar,2,,,,,,,,,,,, C7,Bul. Revolucije,,,42.1020813,19.0972236
Abc   Mts,100,067 627 174,Bar,26,Bar,2,,,,,,,,,,,, G9,Jovana Tomaševića,,,42.0995976,19.0937085
Emporium,100,030 312 982,Bar,26,Bar,2,,,,,,,,,,,, F17,Makedonska,,,42.0988702,19.1021414
The property shop,100,030 316 103,Bar,26,Bar,2,,,,,,,,,,,, h7,Mila Boškovića,,,42.1003419,19.0969245
Montenegro living,100,030 315 666,Bar,26,Bar,2,,,,,,,,,,,, C7,Rista Lekića,,,42.1011937,19.1021723
Erehteon,100,030 303 725,Bar,26,Bar,2,,,,,,,,,,,, 130,Rista Lekića,,,42.1011937,19.1021723
Zdvel,100,030 312 387,Bar,26,Bar,2,,,,,,,,,,,, b.b.,Rista Lekića,,,42.1011937,19.1021723
Dom na moru,100,38267357211,Bar,26,Bar,2,bgajic71@gmail.com,www.100domnamoru.com,,,,,,,,,, H21,Ul.Bulevar 24.novembra,,,0,0
Suzili,100,030 312 206,Bar,26,Bar,2,suzili@t-com.me,www.suzili.t-com.me,,,,,,,,,, F2,Vladimira Rolovića,,,42.0973778,19.093449
Lunil agencija,100,030 312 681,Bar,26,Bar,2,lunil@t-com.me,,,,,,,,,,, F2,Vladimira Rolovića,,,42.0973778,19.093449
