TITLE_CITY,TITLE_CITY_EN,TITLE_DISTRICT,TITLE_DISTRICT_EN,TITLE_COUNTY,TITLE_COUNTY_EN,LAT,LNG
село Красноармейское,null,Бабаюртовский район,null,Республика Дагестан,null,43.016878,47.409029
село Татаюрт,null,Бабаюртовский район,null,республика Дагестан,null,43.560595,46.992687
село Шамхал-Термен,null,Бабаюртовский район,null,Республика Дагестан,null,43.031892,47.313107
поселок Белиджи,null,Дербентский район,null,республика Дагестан,null,41.871878,48.383333
село Авадан,null,Дербентский район,null,республика Дагестан,null,41.932928,48.331339
село Кака-Шура,null,Карабудахкентский район,null,республика Дагестан,null,42.651784,47.393983
Каспийск,null,городской округ Каспийск,null,Республика Дагестан,null,42.876947,47.613207
село Герга,null,Каякентский район,null,республика Дагестан,null,42.343023,47.965338
село Каякент,null,Каякентский район,null,республика Дагестан,null,42.38428,47.901998
село Первомайское,null,Каякентский район,null,республика Дагестан,null,42.496522,47.885091
поселок Новый Сулак,null,Кизилюрт городской округ,null,республика Дагестан,null,43.211694,46.810787
село Новый Чиркей,null,Кизилюртовский район,null,республика Дагестан,null,43.166577,47.063699
село Леваши,null,Левашинский район,null,республика Дагестан,null,42.432784,47.329385
Махачкала,null,городской округ Махачкала,null,Республика Дагестан,null,42.968258,47.363152
поселок Ленинкент,null,Махачкала городской округ,null,республика Дагестан,null,42.965243,47.363817
поселок Шамхал - Термен,null,Махачкала городской округ,null,республика Дагестан,null,43.037342,47.306783
село Ново-Дмитриевка,null,Тарумовский район,null,республика Дагестан,null,44.078573,46.481968
село Аксай,null,Хасавюртовский район,null,республика Дагестан,null,43.376261,46.434276
село Могилёвское,null,Хасавюртовский район,null,республика Дагестан,null,43.25798,46.633065
село Петраковское,null,Хасавюртовский район,null,республика Дагестан,null,43.252366,46.631178
Биробиджан,null,городской округ Биробиджан,null,Еврейская автономная область,null,48.786329,132.87382
село Птичник,null,Биробиджанский район,null,Еврейская автономная область,null,48.75152,132.957337
село Лениское,null,Ленинский район,null,Еврейская автономная область,null,47.936342,132.623199
Облучье,null,Облученский район,null,Еврейская автономная область,null,49.010998,131.062313
поселок Двуречье,null,Облученский район,null,Еврейская автономная область,null,48.969457,131.586588
поселок Приамурский,null,Смидовичский район,null,Еврейская автономная область,null,48.526022,134.900976
поселок Агинское,null,Агинский район,null,Забайкальский край,null,51.116782,114.533708
село Акша,null,Акшинский район,null,Забайкальский край,null,50.285178,113.292065
Балей,null,Балейский район,null,Забайкальский край,null,51.565379,116.671824
село Нижний Кокуй,null,Балейский район,null,Забайкальский край,null,51.540772,116.618994
Борзя,null,Борзинский район,null,Забайкальский край,null,50.400302,116.522694
поселок Дарасун,null,Карымский район,null,Забайкальский край,null,51.660903,113.977875
поселок Карымское,null,Карымский район,null,Забайкальский край,null,51.62803,114.348538
Могоча,null,Могочинский район,null,Забайкальский край,null,53.739354,119.757348
Нерчинск,null,Нерчинский район,null,Забайкальский край,null,51.986932,116.545026
поселок Вершино-Дарасунский,null,Тунгокоченский район,null,Забайкальский край,null,52.363814,115.521252
Чита,null,городской округ Чита,null,Забайкальский край,null,52.005564,113.21614
поселок городского типа Атамановка,null,Читинский район,null,Забайкальский край,null,51.937576,113.624208
село Смоленка,null,Читинский район,null,Забайкальский край,null,52.138228,113.509547
село Угдан,null,Читинский район,null,Забайкальский край,null,52.157741,113.460562
село Шелопугино,null,Шелопугинский район,null,Забайкальский край,null,51.64618,117.539444
Шилка,null,Шилкинский район,null,Забайкальский край,null,51.853749,116.032915
поселок Первомайский,null,Шилкинский район,null,Забайкальский край,null,51.667618,115.608632
село Мирсаново,null,Шилкинский район,null,Забайкальский край,null,51.885813,116.147522
поселок Верхний Ландех,null,Верхнеландеховский район,null,Ивановская область,null,56.837554,42.598443
поселок Каменка,null,Вичугский район,null,Ивановская область,null,57.386931,41.792358
Гаврилов Посад,null,Гаврилово-Посадский район,null,Ивановская область,null,56.560015,40.117422
поселок Петровский,null,Гаврилово-Посадский район,null,Ивановская область,null,56.638941,40.306329
Заволжск,null,Заволжский район,null,Ивановская область,null,57.48898,42.122731
Иваново,null,городской округ Иваново,null,Ивановская область,null,57.003696,40.884646
Кохма,null,Ивановский район,null,Ивановская область,null,56.941694,41.057258
деревня Шуринцево,null,Ивановский район,null,Ивановская область,null,57.052697,40.88567
коттеджный поселок Бухарово,null,Ивановский район,null,Ивановская область,null,56.945671,40.983057
поселок Богородское,null,Ивановский район,null,Ивановская область,null,57.047508,41.00555
поселок Коляново,null,Ивановский район,null,Ивановская область,null,56.946904,40.964947
село Богородское,null,Ивановский район,null,Ивановская область,null,57.048658,41.007123
село Ново-Талицы,null,Ивановский район,null,Ивановская область,null,57.005176,40.848264
поселок Ильинское-Хованское,null,Ильинский район,null,Ивановская область,null,56.971791,39.759875
село Гари,null,Ильинский район,null,Ивановская область,null,56.925625,39.69808
Наволоки,null,Кинешемский район,null,Ивановская область,null,57.461444,41.948216
деревня Луговое,null,Кинешемский район,null,Ивановская область,null,57.422016,42.215455
село Первомайский,null,Кинешемский район,null,Ивановская область,null,57.480204,42.071959
Кинешма,null,городской округ Кинешма,null,Ивановская область,null,57.460113,42.080996
поселок Октябрьский,null,Комсомольский район,null,Ивановская область,null,57.136802,40.33256
поселок Лежнево,null,Лежневский район,null,Ивановская область,null,56.763875,40.889129
село Порздни,null,Лухский район,null,Ивановская область,null,57.005819,42.550886
поселок Пестяки,null,Пестяковский район,null,Ивановская область,null,56.709161,42.669527
Плёс,null,Приволжский район,null,Ивановская область,null,57.455659,41.497827
Приволжск,null,Приволжский район,null,Ивановская область,null,57.389274,41.271614
поселок Толпыгино,null,Приволжский район,null,Ивановская область,null,57.329944,41.225404
село Рождествено,null,Приволжский район,null,Ивановская область,null,57.251169,41.367913
Родники,null,Родниковский район,null,Ивановская область,null,57.104439,41.702796
село Каминский,null,Родниковский район,null,Ивановская область,null,57.160937,41.471336
поселок Савино,null,Савинский район,null,Ивановская область,null,56.598022,41.206459
село Морозово,null,Тейковский район,null,Ивановская область,null,56.730479,40.517747
Фурманов,null,Фурмановский район,null,Ивановская область,null,57.262756,41.080659
Южа,null,Южский район,null,Ивановская область,null,56.579454,41.99624
село Новоклязьминское,null,Южский район,null,Ивановская область,null,56.430231,42.002824
Юрьевец,null,Юрьевецкий район,null,Ивановская область,null,57.311448,43.099434
Малгобек,null,Малгобекский район,null,республика Ингушская,null,43.506428,44.595479
станица Ассиновская,null,Сунженский район,null,республика Ингушская,null,43.241675,45.177443
поселок Кутулик,null,Аларский район,null,Иркутская область,null,53.353912,102.782154
Ангарск,null,Ангарский район,null,Иркутская область,null,52.503384,103.82137
поселок Мегет,null,Ангарский район,null,Иркутская область,null,52.437081,104.0409
Братск,null,городской округ Братск,null,Иркутская область,null,56.161449,101.579848
Братск,null,Братский район,null,Иркутская область,null,56.153402,101.441553
Вихоревка,null,Братский район,null,Иркутская область,null,56.120854,101.160021
поселок 1-я Тыреть,null,Заларинский район,null,Иркутская область,null,53.675807,102.327076
поселок Залари,null,Заларинский район,null,Иркутская область,null,53.557048,102.489932
село Владимир,null,Заларинский район,null,Иркутская область,null,53.475457,102.652051
Зима,null,Зиминский район,null,Иркутская область,null,53.915974,102.019565
Саянск,null,Зиминский район,null,Иркутская область,null,54.112578,102.173608
Иркутск,null,городской округ Иркутск,null,Иркутская область,null,52.364501,104.094709
поселок Западный,null,городской округ Иркутск,null,Иркутская область,null,52.343555,104.125342
деревня Карлук,null,Иркутский район,null,Иркутская область,null,52.419866,104.301142
деревня Новолисиха,null,Иркутский район,null,Иркутская область,null,52.2368,104.457458
деревня Усть-Куда,null,Иркутский район,null,Иркутская область,null,52.440775,104.152201
коттеджный поселок ДНТ Верхняя Смоленщина,null,Иркутский район,null,Иркутская область,null,52.256452,104.10521
коттеджный поселок Хомутово,null,Иркутский район,null,Иркутская область,null,52.472286,104.343803
коттеджный поселок Хрустальный,null,Иркутский район,null,Иркутская область,null,52.211263,104.264059
поселок Большая Речка,null,Иркутский район,null,Иркутская область,null,51.954013,104.732279
поселок Дзержинск,null,Иркутский район,null,Иркутская область,null,52.27636,104.373295
поселок Еловый,null,Иркутский район,null,Иркутская область,null,52.222481,104.486752
поселок Листвянка,null,Иркутский район,null,Иркутская область,null,51.850734,104.868437
поселок Малая Топка,null,Иркутский район,null,Иркутская область,null,52.342609,104.315147
поселок Марково,null,Иркутский район,null,Иркутская область,null,52.215474,104.209217
поселок Молодежный,null,Иркутский район,null,Иркутская область,null,52.245315,104.404035
поселок Николов Посад,null,Иркутский район,null,Иркутская область,null,52.226304,104.243811
поселок Новая Разводная,null,Иркутский район,null,Иркутская область,null,52.240799,104.386473
поселок Ново-Иркутский,null,Иркутский район,null,Иркутская область,null,52.23808,104.252309
поселок Сергиев Посад,null,Иркутский район,null,Иркутская область,null,52.246263,104.232924
поселок Смоленщина,null,Иркутский район,null,Иркутская область,null,52.251022,104.122332
поселок Южный,null,Иркутский район,null,Иркутская область,null,52.348105,104.14126
рабочий поселок Маркова,null,Иркутский район,null,Иркутская область,null,52.239657,104.203351
село Куда,null,Иркутский район,null,Иркутская область,null,52.443322,104.400406
село Мамоны,null,Иркутский район,null,Иркутская область,null,52.303263,104.154025
село Пивовариха,null,Иркутский район,null,Иркутская область,null,52.265768,104.439294
село Урик,null,Иркутский район,null,Иркутская область,null,52.463184,104.226869
деревня Ключи,null,Казачинско-Ленский район,null,Иркутская область,null,56.204113,107.492389
поселок Качуг,null,Качугский район,null,Иркутская область,null,53.962351,105.875978
поселок Куйтун,null,Куйтунский район,null,Иркутская область,null,54.330203,101.492838
Железногорск-Илимский,null,Нижнеилимский район,null,Иркутская область,null,56.578284,104.113466
Алзамай,null,Нижнеудинский район,null,Иркутская область,null,55.55031,98.662507
село Худоеланское,null,Нижнеудинский район,null,Иркутская область,null,54.706485,99.63346
Байкальск,null,Слюдянский район,null,Иркутская область,null,51.511057,104.143721
Слюдянка,null,Слюдянский район,null,Иркутская область,null,51.672232,103.684323
село Половино-Черемхово,null,Тайшетский район,null,Иркутская область,null,56.076061,97.613885
Тулун,null,Тулунский район,null,Иркутская область,null,54.572122,100.559192
Усолье-Сибирское,null,городской округ Усолье-Сибирское,null,Иркутская область,null,52.736113,103.595318
деревня Большая Елань,null,Усольский район,null,Иркутская область,null,52.578382,103.67454
поселок Железнодорожный,null,Усольский район,null,Иркутская область,null,52.673046,103.749433
поселок Тельма,null,Усольский район,null,Иркутская область,null,52.699548,103.713985
Усть-Илимск,null,Усть-Илимский район,null,Иркутская область,null,57.993181,102.652949
поселок Железнодорожный,null,Усть-Илимский район,null,Иркутская область,null,57.909164,102.733303
Свирск,null,Черемховский район,null,Иркутская область,null,53.076695,103.341499
Черемхово,null,Черемховский район,null,Иркутская область,null,53.170235,103.042027
поселок Касьяновка,null,Черемховский район,null,Иркутская область,null,53.038984,103.197714
поселок Усолье-Сибирское-7,null,Черемховский район,null,Иркутская область,null,52.897455,103.282641
поселок Чунский,null,Чунский район,null,Иркутская область,null,56.087102,99.66235
Шелехов,null,Шелеховский район,null,Иркутская область,null,52.204017,104.069179
поселок Баклаши,null,Шелеховский район,null,Иркутская область,null,52.225636,104.028135
поселок Большой Луг,null,Шелеховский район,null,Иркутская область,null,52.067315,104.086256
село Моты,null,Шелеховский район,null,Иркутская область,null,52.075751,103.898652
поселок Усть-Ордынский,null,Эхирит-Булагатский район,null,Иркутская область,null,52.801206,104.729072
Майский,null,Майский район,null,республика Кабардино-Балкарская,null,43.638361,44.054073
станица Александровская,null,Майский район,null,республика Кабардино-Балкарская,null,43.482145,44.062104
Прохладный,null,Прохладненский район,null,республика Кабардино-Балкарская,null,43.76128,43.982424
село Нижний Акбаш,null,Терский район,null,республика Кабардино-Балкарская,null,43.51696,44.206472
село Анзорей,null,Урванский район,null,республика Кабардино-Балкарская,null,43.351677,43.927294
село Аргудан,null,Урванский район,null,республика Кабардино-Балкарская,null,43.417621,43.916909
село Нижний Черек,null,Урванский район,null,республика Кабардино-Балкарская,null,43.51207,43.925614
поселок Звёздный,null,Чегемский район,null,республика Кабардино-Балкарская,null,43.505225,43.48765
село Нартан,null,Чегемский район,null,республика Кабардино-Балкарская,null,43.513541,43.707818
Тырныауз,null,Эльбрусский район,null,республика Кабардино-Балкарская,null,43.394691,42.924621
Ладушкин,null,Багратионовский район,null,Калининградская область,null,54.570081,20.171301
Мамоново,null,Багратионовский район,null,Калининградская область,null,54.476468,19.926241
Балтийск,null,Балтийск городской округ,null,Калининградская область,null,54.644233,19.893201
Гурьевск,null,Гурьевский район,null,Калининградская область,null,54.772188,20.58971
поселок Васильково,null,Гурьевский район,null,Калининградская область,null,54.744399,20.582927
поселок Дружный,null,Гурьевский район,null,Калининградская область,null,54.65337,20.54942
поселок Малое Исаково,null,Гурьевский район,null,Калининградская область,null,54.734274,20.580727
поселок Малое Лесное,null,Гурьевский район,null,Калининградская область,null,54.642978,20.550139
поселок Ушаково,null,Гурьевский район,null,Калининградская область,null,54.615762,20.25241
Гусев,null,Гусевский район,null,Калининградская область,null,54.591434,22.173215
поселок Новостройка,null,Гусевский район,null,Калининградская область,null,54.539667,22.309103
Зеленоградск,null,Зеленоградский район,null,Калининградская область,null,54.959465,20.483053
Янтарный,null,Зеленоградский район,null,Калининградская область,null,54.863534,19.93818
поселок Холмогоровка,null,Зеленоградский район,null,Калининградская область,null,54.786197,20.408115
село Поваровка,null,Зеленоградский район,null,Калининградская область,null,54.835772,20.009021
Калининград,null,городской округ Калининград,null,Калининградская область,null,54.650469,20.328345
Краснознаменск,null,Краснознаменский район,null,Калининградская область,null,54.940267,22.485865
Неман,null,Неманский район,null,Калининградская область,null,55.017555,22.010395
Озёрск,null,Озерский район,null,Калининградская область,null,54.412354,22.012291
Пионерский,null,Пионерский городской округ,null,Калининградская область,null,54.949678,20.220269
Полесск,null,Полесский район,null,Калининградская область,null,54.854812,21.095937
Правдинск,null,Правдинский район,null,Калининградская область,null,54.445094,21.008585
поселок Железнодорожный,null,Правдинский район,null,Калининградская область,null,54.364089,21.298274
Светлогорск,null,Светлогорск городской округ,null,Калининградская область,null,54.936377,20.142465
Славск,null,Славский район,null,Калининградская область,null,55.038619,21.673123
поселок Московское,null,Славский район,null,Калининградская область,null,55.184433,21.425871
Черняховск,null,Черняховский район,null,Калининградская область,null,54.623988,21.799435
Городовиковск,null,Городовиковский район,null,республика Калмыкия,null,46.091249,41.920332
поселок Южный,null,Городовиковский район,null,республика Калмыкия,null,46.096405,42.017889
село Кетченеры,null,Кетченеровский район,null,республика Калмыкия,null,47.3025,44.526758
Лагань,null,Лаганский район,null,республика Калмыкия,null,45.381104,47.361041
поселок Малые Дербеты,null,Малодербетовский район,null,республика Калмыкия,null,47.949107,44.690844
поселок Большой Царын,null,Октябрьский район,null,республика Калмыкия,null,47.848786,45.41565
село Восход,null,Октябрьский район,null,республика Калмыкия,null,47.884824,45.287352
село Воробьёвка,null,Приютненский район,null,республика Калмыкия,null,46.206817,43.76001
село Садовое,null,Сарпинский район,null,республика Калмыкия,null,47.77469,44.497733
поселок Аршан,null,Целинный район,null,республика Калмыкия,null,46.275579,44.229972
село Троицкое,null,Целинный район,null,республика Калмыкия,null,46.398663,44.264827
поселок Кумской,null,Черноземельский район,null,республика Калмыкия,null,44.981368,46.067216
Элиста,null,Элиста городской округ,null,республика Калмыкия,null,46.31253,44.202304
поселок Цаган Аман,null,Юстинский район,null,республика Калмыкия,null,47.569426,46.721144
поселок Воротынск,null,Бабынинский район,null,Калужская область,null,54.470399,36.034292
Балабаново,null,Боровский район,null,Калужская область,null,55.187548,36.643475
Боровск,null,Боровский район,null,Калужская область,null,55.201952,36.49272
Ермолино,null,Боровский район,null,Калужская область,null,55.189753,36.590897
деревня Загрязье,null,Боровский район,null,Калужская область,null,55.220397,36.406652
деревня Лучны,null,Боровский район,null,Калужская область,null,55.265476,36.438363
Кондрово,null,Дзержинский район,null,Калужская область,null,54.810792,35.905967
деревня Карцово,null,Дзержинский район,null,Калужская область,null,54.784686,36.026485
поселок Льва Толстого,null,Дзержинский район,null,Калужская область,null,54.617295,36.043769
поселок Полотняный Завод,null,Дзержинский район,null,Калужская область,null,54.721572,35.96505
поселок Пятовский,null,Дзержинский район,null,Калужская область,null,54.688758,36.051432
поселок Товарково,null,Дзержинский район,null,Калужская область,null,54.679057,35.934758
поселок Товарково-1  /  73-разъезд,null,Дзержинский район,null,Калужская область,null,54.694472,35.964358
село Острожное,null,Дзержинский район,null,Калужская область,null,54.80483,35.742986
село Совхоз им.Ленина,null,Дзержинский район,null,Калужская область,null,54.708685,36.077707
Жуков,null,Жуковский район,null,Калужская область,null,55.020311,36.714244
Кремёнки,null,Жуковский район,null,Калужская область,null,54.890257,37.111668
деревня Папино,null,Жуковский район,null,Калужская область,null,55.20732,36.949432
деревня Успенские Хутора,null,Жуковский район,null,Калужская область,null,55.159676,36.892093
коттеджный поселок ДНП «Ковчег»,null,Жуковский район,null,Калужская область,null,55.144228,36.841033
поселок Высокиничи,null,Жуковский район,null,Калужская область,null,54.914881,36.911218
поселок Курилово,null,Жуковский район,null,Калужская область,null,55.090985,37.022106
поселок Чаусово,null,Жуковский район,null,Калужская область,null,54.832826,36.918252
село Тарутино,null,Жуковский район,null,Калужская область,null,55.113122,36.934125
Калуга,null,городской округ Калуга,null,Калужская область,null,54.523717,36.09482
деревня Лихун,null,городской округ Калуга,null,Калужская область,null,54.628997,36.274151
деревня Мстихино,null,городской округ Калуга,null,Калужская область,null,54.55677,36.125363
деревня Шопино,null,городской округ Калуга,null,Калужская область,null,54.494016,36.152151
поселок Росва,null,Калуга городской округ,null,Калужская область,null,54.501953,36.061457
поселок Тихонова Пустынь,null,Калуга городской округ,null,Калужская область,null,54.641634,36.158726
село Муратовка,null,Калуга городской округ,null,Калужская область,null,54.617607,36.158627
село Шопино,null,Калуга городской округ,null,Калужская область,null,54.493551,36.155879
Киров,null,Кировский район,null,Калужская область,null,54.075193,34.261233
Козельск,null,Козельский район,null,Калужская область,null,54.029963,35.79649
Сосенский,null,Козельский район,null,Калужская область,null,54.055129,35.962858
деревня Нижние Прыски,null,Козельский район,null,Калужская область,null,54.081944,35.847065
деревня Подборки,null,Козельский район,null,Калужская область,null,54.175814,35.924338
Малоярославец,null,Малоярославецкий район,null,Калужская область,null,55.013864,36.433314
деревня Бобровка,null,Малоярославецкий район,null,Калужская область,null,54.78196,36.416812
деревня Рябцево,null,Малоярославецкий район,null,Калужская область,null,54.854869,36.189017
поселок Ильинское,null,Малоярославецкий район,null,Калужская область,null,54.975377,36.159544
Медынь,null,Медынский район,null,Калужская область,null,54.976524,35.839231
Обнинск,null,городской округ Обнинск,null,Калужская область,null,55.120068,36.582363
поселок Лесная поляна,null,Перемышльский район,null,Калужская область,null,54.452857,36.340231
село Перемышль,null,Перемышльский район,null,Калужская область,null,54.261336,36.159014
Сухиничи,null,Сухиничский район,null,Калужская область,null,54.10844,35.340047
село Воскресенское,null,Ферзиковский район,null,Калужская область,null,54.572853,36.406302
Елизово,null,Елизовский район,null,Камчатский край,null,53.156689,158.359591
село Мильково,null,Мильковский район,null,Камчатский край,null,54.692963,158.621306
Петропавловск-Камчатский,null,городской округ Петропавловск-Камчатский,null,Камчатский край,null,53.064554,158.541203
поселок Орджоникидзевский,null,Карачаевск городской округ,null,республика Карачаево-Черкесская,null,43.834551,41.890499
станица Преградная,null,Урупский район,null,республика Карачаево-Черкесская,null,43.95306,41.179949
село Али-Бердуковский,null,Хабезский район,null,республика Карачаево-Черкесская,null,44.013098,41.749975
село Хабез,null,Хабезский район,null,республика Карачаево-Черкесская,null,44.044623,41.766208
Беломорск,null,Беломорский район,null,республика Карелия,null,64.530402,34.763957
Кемь,null,Кемский район,null,республика Карелия,null,64.949307,34.551973
поселок Рабочеостровск,null,Кемский район,null,республика Карелия,null,64.994446,34.785112
Кондопога,null,Кондопожский район,null,республика Карелия,null,62.195695,34.234077
поселок Берёзовка,null,Кондопожский район,null,республика Карелия,null,62.229985,34.17018
поселок Гирвас,null,Кондопожский район,null,республика Карелия,null,62.469905,33.682871
село Кончезеро,null,Кондопожский район,null,республика Карелия,null,62.126452,34.008231
село Спасская Губа,null,Кондопожский район,null,республика Карелия,null,62.213667,33.816935
Костомукша,null,городской округ Костомукшинский,null,Республика Карелия,null,64.588088,30.610695
Лахденпохья,null,Лахденпохский район,null,республика Карелия,null,61.515918,30.153417
поселок Хуухконмяки,null,Лахденпохский район,null,республика Карелия,null,61.554155,30.188819
Медвежьегорск,null,Медвежьегорский район,null,республика Карелия,null,62.902323,34.41718
поселок Пиндуши,null,Медвежьегорский район,null,республика Карелия,null,62.908805,34.581761
поселок станция Вичка,null,Медвежьегорский район,null,республика Карелия,null,62.928516,34.55261
Олонец,null,Олонецкий район,null,республика Карелия,null,60.987989,32.967928
Петрозаводск,null,городской округ Петрозаводский,null,Республика Карелия,null,61.82327,34.20322
поселок Салми,null,Питкярантский район,null,республика Карелия,null,61.36805,31.86813
поселок Шуя,null,Прионежский район,null,республика Карелия,null,61.898531,34.244919
поселок Чална,null,Пряжинский район,null,республика Карелия,null,61.885752,34.068032
поселок Эссойла,null,Пряжинский район,null,республика Карелия,null,61.846053,33.193783
Пудож,null,Пудожский район,null,республика Карелия,null,61.80107,36.516166
поселок Пяльма,null,Пудожский район,null,республика Карелия,null,62.442936,35.856515
Сегежа,null,Сегежский район,null,Республика Карелия,null,63.746299,34.289718
поселок Надвоицы,null,Сегежский район,null,республика Карелия,null,63.889616,34.254127
Суоярви,null,Суоярвский район,null,республика Карелия,null,62.094423,32.342539
Белово,null,Беловский район,null,Кемеровская область,null,54.434438,86.296137
поселок Артышта,null,Беловский район,null,Кемеровская область,null,54.108319,86.25123
поселок Ивановка,null,Беловский район,null,Кемеровская область,null,54.47211,86.258614
поселок Инской,null,Беловский район,null,Кемеровская область,null,54.422387,86.420553
поселок Красногорский,null,Беловский район,null,Кемеровская область,null,54.553042,86.316735
поселок Новобачаты,null,Беловский район,null,Кемеровская область,null,54.256182,86.337217
поселок Новый Городок,null,Беловский район,null,Кемеровская область,null,54.298448,86.28135
село Вишнёвка,null,Беловский район,null,Кемеровская область,null,54.412333,86.392661
село Мохово,null,Беловский район,null,Кемеровская область,null,54.584651,86.343469
село Старопестерёво,null,Беловский район,null,Кемеровская область,null,54.497729,86.407564
Гурьевск,null,Гурьевский район,null,Кемеровская область,null,54.279486,85.906924
Салаир,null,Гурьевский район,null,Кемеровская область,null,54.244488,85.795622
поселок Ижморский,null,Ижморский район,null,Кемеровская область,null,56.188573,86.620464
село Ижморка 2-я,null,Ижморский район,null,Кемеровская область,null,56.165053,86.630355
село Красный Яр,null,Ижморский район,null,Кемеровская область,null,55.900304,86.935989
Калтан,null,городской округ Калтан,null,Кемеровская область,null,53.537183,87.239682
Кемерово,null,городской округ Кемерово,null,Кемеровская область,null,55.319305,85.92595
деревня Береговая,null,Кемеровский район,null,Кемеровская область,null,55.145586,86.303665
деревня Дмитриевка,null,Кемеровский район,null,Кемеровская область,null,55.612863,86.377012
деревня Пугачи,null,Кемеровский район,null,Кемеровская область,null,55.266615,86.22967
поселок Металлплощадка,null,Кемеровский район,null,Кемеровская область,null,55.320775,86.189264
поселок Новоискитимск,null,Кемеровский район,null,Кемеровская область,null,55.306455,86.053457
поселок Новостройка,null,Кемеровский район,null,Кемеровская область,null,55.252486,86.211866
поселок Пригородный,null,Кемеровский район,null,Кемеровская область,null,55.350853,85.952756
село Андреевка,null,Кемеровский район,null,Кемеровская область,null,55.444282,86.217283
село Берёзово,null,Кемеровский район,null,Кемеровская область,null,55.226051,86.244394
село Верхотомское,null,Кемеровский район,null,Кемеровская область,null,55.484709,85.949459
Киселёвск,null,городской округ Киселевск,null,Кемеровская область,null,54.004696,86.528109
Ленинск-Кузнецкий,null,Ленинск-Кузнецкий район,null,Кемеровская область,null,54.662464,86.134575
Полысаево,null,Ленинск-Кузнецкий район,null,Кемеровская область,null,54.608103,86.268972
поселок Байкаим,null,Ленинск-Кузнецкий район,null,Кемеровская область,null,54.621663,86.154975
поселок Восходящий,null,Ленинск-Кузнецкий район,null,Кемеровская область,null,54.683158,86.067147
поселок Нижегородка,null,Ленинск-Кузнецкий район,null,Кемеровская область,null,54.677802,86.2522
село Демьяновка,null,Ленинск-Кузнецкий район,null,Кемеровская область,null,54.742247,86.234593
село Чусовитино,null,Ленинск-Кузнецкий район,null,Кемеровская область,null,54.839733,86.314813
Мариинск,null,Мариинский район,null,Кемеровская область,null,56.173568,87.694463
Междуреченск,null,Междуреченский район,null,Кемеровская область,null,53.696278,88.0196
Новокузнецк,null,городской округ Новокузнецк,null,Кемеровская область,null,53.742714,87.008321
деревня Митино,null,Новокузнецкий район,null,Кемеровская область,null,53.827034,87.111951
поселок Красная орловка,null,Новокузнецкий район,null,Кемеровская область,null,53.586793,87.337724
поселок Металлургов,null,Новокузнецкий район,null,Кемеровская область,null,53.896708,87.032486
поселок Мир,null,Новокузнецкий район,null,Кемеровская область,null,53.736051,87.013424
поселок станции Тальжино,null,Новокузнецкий район,null,Кемеровская область,null,53.759038,87.408592
село Атаманово,null,Новокузнецкий район,null,Кемеровская область,null,53.786252,87.396636
село Бедарево,null,Новокузнецкий район,null,Кемеровская область,null,53.856243,87.124285
село Ильинка,null,Новокузнецкий район,null,Кемеровская область,null,53.901928,87.16381
село Сосновка,null,Новокузнецкий район,null,Кемеровская область,null,53.666888,87.145117
Краснобродский,null,Прокопьевский район,null,Кемеровская область,null,54.154112,86.436561
Прокопьевск,null,Прокопьевский район,null,Кемеровская область,null,53.88221,86.614302
поселок Журавлево,null,Промышленновский район,null,Кемеровская область,null,54.781841,85.068158
поселок Журавлёво,null,Промышленновский район,null,Кемеровская область,null,54.781841,85.068158
поселок Промышленная,null,Промышленновский район,null,Кемеровская область,null,54.893891,85.629973
Таштагол,null,Таштагольский район,null,Кемеровская область,null,52.761297,87.844266
поселок Мундыбаш,null,Таштагольский район,null,Кемеровская область,null,53.200129,87.292925
поселок Шерегеш,null,Таштагольский район,null,Кемеровская область,null,52.928587,87.980289
